起运港,目的港,箱型,海运费USD,附加费USD,运输天数,运价有效期,数据来源
Koper,Limassol,40OT,1650,150,7,MOCK (replace with real 运价有效期),MOCK
Koper,Limassol,40FR,1780,150,7,MOCK (replace with real 运价有效期),MOCK
Koper,Ningbo,20GP,6820,150,39,MOCK (replace with real 运价有效期),MOCK
Koper,Ningbo,40GP,7410,150,39,MOCK (replace with real 运价有效期),MOCK
Koper,Ningbo,40HQ,7410,150,39,MOCK (replace with real 运价有效期),MOCK
Koper,Ningbo,40RF,13650,150,39,MOCK (replace with real 运价有效期),MOCK
Koper,Ningbo,40OT,9210,150,39,MOCK (replace with real 运价有效期),MOCK
Koper,Ningbo,40FR,9900,150,39,MOCK (replace with real 运价有效期),MOCK
Koper,Piraeus,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
Koper,Piraeus,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
Koper,Piraeus,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
Koper,Piraeus,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
Koper,Piraeus,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
Koper,Piraeus,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
Koper,Port Kelang,20GP,5080,150,29,MOCK (replace with real 运价有效期),MOCK
Koper,Port Kelang,40GP,5510,150,29,MOCK (replace with real 运价有效期),MOCK
Koper,Port Kelang,40HQ,5510,150,29,MOCK (replace with real 运价有效期),MOCK
Koper,Port Kelang,40RF,10150,150,29,MOCK (replace with real 运价有效期),MOCK
Koper,Port Kelang,40OT,6850,150,29,MOCK (replace with real 运价有效期),MOCK
Koper,Port Kelang,40FR,7360,150,29,MOCK (replace with real 运价有效期),MOCK
Koper,Ravenna,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Ravenna,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Ravenna,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Ravenna,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Ravenna,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Ravenna,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Rijeka,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Rijeka,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Rijeka,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Rijeka,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Rijeka,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Rijeka,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Trieste,20GP,0,150,0,MOCK (replace with real 运价有效期),MOCK
Koper,Trieste,40GP,0,150,0,MOCK (replace with real 运价有效期),MOCK
Koper,Trieste,40HQ,0,150,0,MOCK (replace with real 运价有效期),MOCK
Koper,Trieste,40RF,0,150,0,MOCK (replace with real 运价有效期),MOCK
Koper,Trieste,40OT,0,150,0,MOCK (replace with real 运价有效期),MOCK
Koper,Trieste,40FR,0,150,0,MOCK (replace with real 运价有效期),MOCK
Koper,Venice,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Venice,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Venice,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Venice,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Venice,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Koper,Venice,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Kotka,Bremerhaven,20GP,1050,150,6,MOCK (replace with real 运价有效期),MOCK
Kotka,Bremerhaven,40GP,1140,150,6,MOCK (replace with real 运价有效期),MOCK
Kotka,Bremerhaven,40HQ,1140,150,6,MOCK (replace with real 运价有效期),MOCK
Kotka,Bremerhaven,40RF,2100,150,6,MOCK (replace with real 运价有效期),MOCK
Kotka,Bremerhaven,40OT,1420,150,6,MOCK (replace with real 运价有效期),MOCK
Kotka,Bremerhaven,40FR,1520,150,6,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdansk,20GP,350,150,2,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdansk,40GP,380,150,2,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdansk,40HQ,380,150,2,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdansk,40RF,700,150,2,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdansk,40OT,470,150,2,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdansk,40FR,510,150,2,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdynia,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdynia,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdynia,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdynia,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdynia,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Gdynia,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Hamburg Ctt,20GP,1220,150,7,MOCK (replace with real 运价有效期),MOCK
Kotka,Hamburg Ctt,40GP,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Kotka,Hamburg Ctt,40HQ,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Kotka,Hamburg Ctt,40RF,2450,150,7,MOCK (replace with real 运价有效期),MOCK
Kotka,Hamburg Ctt,40OT,1650,150,7,MOCK (replace with real 运价有效期),MOCK
Kotka,Hamburg Ctt,40FR,1780,150,7,MOCK (replace with real 运价有效期),MOCK
Kotka,Helsinki,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Kotka,Helsinki,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Kotka,Helsinki,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Kotka,Helsinki,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Kotka,Helsinki,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Kotka,Helsinki,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Kotka,Rotterdam,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Rotterdam,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Rotterdam,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Rotterdam,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Rotterdam,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Rotterdam,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
Kotka,Tallin,20GP,350,150,2,MOCK (replace with real 运价有效期),MOCK
Kotka,Tallin,40GP,380,150,2,MOCK (replace with real 运价有效期),MOCK
Kotka,Tallin,40HQ,380,150,2,MOCK (replace with real 运价有效期),MOCK
Kotka,Tallin,40RF,700,150,2,MOCK (replace with real 运价有效期),MOCK
Kotka,Tallin,40OT,470,150,2,MOCK (replace with real 运价有效期),MOCK
Kotka,Tallin,40FR,510,150,2,MOCK (replace with real 运价有效期),MOCK
Kribi,Luanda,20GP,1050,150,6,MOCK (replace with real 运价有效期),MOCK
Kribi,Luanda,40GP,1140,150,6,MOCK (replace with real 运价有效期),MOCK
Kribi,Luanda,40HQ,1140,150,6,MOCK (replace with real 运价有效期),MOCK
Kribi,Luanda,40RF,2100,150,6,MOCK (replace with real 运价有效期),MOCK
Kribi,Luanda,40OT,1420,150,6,MOCK (replace with real 运价有效期),MOCK
Kribi,Luanda,40FR,1520,150,6,MOCK (replace with real 运价有效期),MOCK
Kumport,Aliaga,20GP,520,150,3,MOCK (replace with real 运价有效期),MOCK
Kumport,Aliaga,40GP,570,150,3,MOCK (replace with real 运价有效期),MOCK
Kumport,Aliaga,40HQ,570,150,3,MOCK (replace with real 运价有效期),MOCK
Kumport,Aliaga,40RF,1050,150,3,MOCK (replace with real 运价有效期),MOCK
Kumport,Aliaga,40OT,710,150,3,MOCK (replace with real 运价有效期),MOCK
Kumport,Aliaga,40FR,760,150,3,MOCK (replace with real 运价有效期),MOCK
Kumport,Felixstowe,20GP,2450,150,14,MOCK (replace with real 运价有效期),MOCK
Kumport,Felixstowe,40GP,2660,150,14,MOCK (replace with real 运价有效期),MOCK
Kumport,Felixstowe,40HQ,2660,150,14,MOCK (replace with real 运价有效期),MOCK
Kumport,Felixstowe,40RF,4900,150,14,MOCK (replace with real 运价有效期),MOCK
Kumport,Felixstowe,40OT,3310,150,14,MOCK (replace with real 运价有效期),MOCK
Kumport,Felixstowe,40FR,3550,150,14,MOCK (replace with real 运价有效期),MOCK
Kumport,Gemlik,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Kumport,Gemlik,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Kumport,Gemlik,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Kumport,Gemlik,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Kumport,Gemlik,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Kumport,Gemlik,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Hongkong,20GP,880,150,5,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Hongkong,40GP,950,150,5,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Hongkong,40HQ,950,150,5,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Hongkong,40RF,1750,150,5,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Hongkong,40OT,1180,150,5,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Hongkong,40FR,1270,150,5,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Jakarta,20GP,1750,150,10,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Jakarta,40GP,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Jakarta,40HQ,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Jakarta,40RF,3500,150,10,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Jakarta,40OT,2360,150,10,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Jakarta,40FR,2540,150,10,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Ningbo,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Ningbo,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Ningbo,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Ningbo,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Ningbo,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Ningbo,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Qingdao,20GP,350,150,2,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Qingdao,40GP,380,150,2,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Qingdao,40HQ,380,150,2,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Qingdao,40RF,700,150,2,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Qingdao,40OT,470,150,2,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Qingdao,40FR,510,150,2,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Shanghai,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Shanghai,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Shanghai,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Shanghai,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Shanghai,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Shanghai,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Yantai,20GP,350,150,2,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Yantai,40GP,380,150,2,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Yantai,40HQ,380,150,2,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Yantai,40RF,700,150,2,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Yantai,40OT,470,150,2,MOCK (replace with real 运价有效期),MOCK
Kwangyang,Yantai,40FR,510,150,2,MOCK (replace with real 运价有效期),MOCK
La Spezia,Algeciras,20GP,1750,150,10,MOCK (replace with real 运价有效期),MOCK
La Spezia,Algeciras,40GP,1900,150,10,MOCK (replace with real 运价有效期),MOCK
La Spezia,Algeciras,40HQ,1900,150,10,MOCK (replace with real 运价有效期),MOCK
La Spezia,Algeciras,40RF,3500,150,10,MOCK (replace with real 运价有效期),MOCK
La Spezia,Algeciras,40OT,2360,150,10,MOCK (replace with real 运价有效期),MOCK
La Spezia,Algeciras,40FR,2540,150,10,MOCK (replace with real 运价有效期),MOCK
La Spezia,Fos,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Fos,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Fos,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Fos,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Fos,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Fos,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Genoa,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Genoa,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Genoa,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Genoa,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Genoa,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Genoa,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
La Spezia,Halifax,20GP,3150,150,18,MOCK (replace with real 运价有效期),MOCK
La Spezia,Halifax,40GP,3420,150,18,MOCK (replace with real 运价有效期),MOCK
La Spezia,Halifax,40HQ,3420,150,18,MOCK (replace with real 运价有效期),MOCK
La Spezia,Halifax,40RF,6300,150,18,MOCK (replace with real 运价有效期),MOCK
La Spezia,Halifax,40OT,4250,150,18,MOCK (replace with real 运价有效期),MOCK
La Spezia,Halifax,40FR,4570,150,18,MOCK (replace with real 运价有效期),MOCK
La Spezia,Qingdao,20GP,7520,150,43,MOCK (replace with real 运价有效期),MOCK
La Spezia,Qingdao,40GP,8170,150,43,MOCK (replace with real 运价有效期),MOCK
La Spezia,Qingdao,40HQ,8170,150,43,MOCK (replace with real 运价有效期),MOCK
La Spezia,Qingdao,40RF,15050,150,43,MOCK (replace with real 运价有效期),MOCK
La Spezia,Qingdao,40OT,10160,150,43,MOCK (replace with real 运价有效期),MOCK
La Spezia,Qingdao,40FR,10910,150,43,MOCK (replace with real 运价有效期),MOCK
La Spezia,Singapore,20GP,6120,150,35,MOCK (replace with real 运价有效期),MOCK
La Spezia,Singapore,40GP,6650,150,35,MOCK (replace with real 运价有效期),MOCK
La Spezia,Singapore,40HQ,6650,150,35,MOCK (replace with real 运价有效期),MOCK
La Spezia,Singapore,40RF,12250,150,35,MOCK (replace with real 运价有效期),MOCK
La Spezia,Singapore,40OT,8270,150,35,MOCK (replace with real 运价有效期),MOCK
La Spezia,Singapore,40FR,8880,150,35,MOCK (replace with real 运价有效期),MOCK
La Spezia,Vado Ligure,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
La Spezia,Vado Ligure,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
La Spezia,Vado Ligure,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
La Spezia,Vado Ligure,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
La Spezia,Vado Ligure,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
La Spezia,Vado Ligure,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
La Spezia,Valencia,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
La Spezia,Valencia,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
La Spezia,Valencia,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
La Spezia,Valencia,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
La Spezia,Valencia,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
La Spezia,Valencia,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
Lae,Darwin,20GP,1220,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Darwin,40GP,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Darwin,40HQ,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Darwin,40RF,2450,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Darwin,40OT,1650,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Darwin,40FR,1780,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Lautoka,20GP,1580,150,9,MOCK (replace with real 运价有效期),MOCK
Lae,Lautoka,40GP,1710,150,9,MOCK (replace with real 运价有效期),MOCK
Lae,Lautoka,40HQ,1710,150,9,MOCK (replace with real 运价有效期),MOCK
Lae,Lautoka,40RF,3150,150,9,MOCK (replace with real 运价有效期),MOCK
Lae,Lautoka,40OT,2130,150,9,MOCK (replace with real 运价有效期),MOCK
Lae,Lautoka,40FR,2280,150,9,MOCK (replace with real 运价有效期),MOCK
Lae,Nansha,20GP,5080,150,29,MOCK (replace with real 运价有效期),MOCK
Lae,Nansha,40GP,5510,150,29,MOCK (replace with real 运价有效期),MOCK
Lae,Nansha,40HQ,5510,150,29,MOCK (replace with real 运价有效期),MOCK
Lae,Nansha,40RF,10150,150,29,MOCK (replace with real 运价有效期),MOCK
Lae,Nansha,40OT,6850,150,29,MOCK (replace with real 运价有效期),MOCK
Lae,Nansha,40FR,7360,150,29,MOCK (replace with real 运价有效期),MOCK
Lae,Port Moresby,20GP,350,150,2,MOCK (replace with real 运价有效期),MOCK
Lae,Port Moresby,40GP,380,150,2,MOCK (replace with real 运价有效期),MOCK
Lae,Port Moresby,40HQ,380,150,2,MOCK (replace with real 运价有效期),MOCK
Lae,Port Moresby,40RF,700,150,2,MOCK (replace with real 运价有效期),MOCK
Lae,Port Moresby,40OT,470,150,2,MOCK (replace with real 运价有效期),MOCK
Lae,Port Moresby,40FR,510,150,2,MOCK (replace with real 运价有效期),MOCK
Lae,Suva,20GP,1220,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Suva,40GP,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Suva,40HQ,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Suva,40RF,2450,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Suva,40OT,1650,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Suva,40FR,1780,150,7,MOCK (replace with real 运价有效期),MOCK
Lae,Yangpu,20GP,2800,150,16,MOCK (replace with real 运价有效期),MOCK
Lae,Yangpu,40GP,3040,150,16,MOCK (replace with real 运价有效期),MOCK
Lae,Yangpu,40HQ,3040,150,16,MOCK (replace with real 运价有效期),MOCK
Lae,Yangpu,40RF,5600,150,16,MOCK (replace with real 运价有效期),MOCK
Lae,Yangpu,40OT,3780,150,16,MOCK (replace with real 运价有效期),MOCK
Lae,Yangpu,40FR,4060,150,16,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Brisbane,20GP,2280,150,13,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Brisbane,40GP,2470,150,13,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Brisbane,40HQ,2470,150,13,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Brisbane,40RF,4550,150,13,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Brisbane,40OT,3070,150,13,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Brisbane,40FR,3300,150,13,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Cai Mep,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Cai Mep,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Cai Mep,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Cai Mep,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Cai Mep,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Cai Mep,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Dalian,20GP,1920,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Dalian,40GP,2090,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Dalian,40HQ,2090,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Dalian,40RF,3850,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Dalian,40OT,2600,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Dalian,40FR,2790,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Haiphong,20GP,880,150,5,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Haiphong,40GP,950,150,5,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Haiphong,40HQ,950,150,5,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Haiphong,40RF,1750,150,5,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Haiphong,40OT,1180,150,5,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Haiphong,40FR,1270,150,5,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hochiminh,20GP,350,150,2,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hochiminh,40GP,380,150,2,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hochiminh,40HQ,380,150,2,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hochiminh,40RF,700,150,2,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hochiminh,40OT,470,150,2,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hochiminh,40FR,510,150,2,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hong Kong,20GP,1220,150,7,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hong Kong,40GP,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hong Kong,40HQ,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hong Kong,40RF,2450,150,7,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hong Kong,40OT,1650,150,7,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hong Kong,40FR,1780,150,7,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hongkong,20GP,520,150,3,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hongkong,40GP,570,150,3,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hongkong,40HQ,570,150,3,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hongkong,40RF,1050,150,3,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hongkong,40OT,710,150,3,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Hongkong,40FR,760,150,3,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Inchon,20GP,1580,150,9,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Inchon,40GP,1710,150,9,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Inchon,40HQ,1710,150,9,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Inchon,40RF,3150,150,9,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Inchon,40OT,2130,150,9,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Inchon,40FR,2280,150,9,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Kaohsiung,20GP,1400,150,8,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Kaohsiung,40GP,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Kaohsiung,40HQ,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Kaohsiung,40RF,2800,150,8,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Kaohsiung,40OT,1890,150,8,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Kaohsiung,40FR,2030,150,8,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Long Beach,20GP,4380,150,25,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Long Beach,40GP,4750,150,25,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Long Beach,40HQ,4750,150,25,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Long Beach,40RF,8750,150,25,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Long Beach,40OT,5910,150,25,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Long Beach,40FR,6340,150,25,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Los Angeles,20GP,4720,150,27,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Los Angeles,40GP,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Los Angeles,40HQ,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Los Angeles,40RF,9450,150,27,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Los Angeles,40OT,6380,150,27,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Los Angeles,40FR,6850,150,27,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,New York,20GP,6820,150,39,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,New York,40GP,7410,150,39,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,New York,40HQ,7410,150,39,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,New York,40RF,13650,150,39,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,New York,40OT,9210,150,39,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,New York,40FR,9900,150,39,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Ningbo,20GP,1750,150,10,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Ningbo,40GP,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Ningbo,40HQ,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Ningbo,40RF,3500,150,10,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Ningbo,40OT,2360,150,10,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Ningbo,40FR,2540,150,10,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Osaka,20GP,1920,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Osaka,40GP,2090,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Osaka,40HQ,2090,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Osaka,40RF,3850,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Osaka,40OT,2600,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Osaka,40FR,2790,150,11,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Shanghai,20GP,2100,150,12,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Shanghai,40GP,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Shanghai,40HQ,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Shanghai,40RF,4200,150,12,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Shanghai,40OT,2840,150,12,MOCK (replace with real 运价有效期),MOCK
Laem Chabang,Shanghai,40FR,3040,150,12,MOCK (replace with real 运价有效期),MOCK
